,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,state_code,price_per_product,profit_per_product,loss,discount
9143,Standard Class,Consumer,United States,Las Vegas,Nevada,West,Technology,Phones,1123.128,9,0.2,70.1955,NA,124.79199999999999,7.799499999999999,0.0,Discount
9146,Standard Class,Corporate,United States,Burlington,Vermont,East,Technology,Accessories,99.98,2,0.0,42.9914,VT,49.99,21.4957,0.0,No Discount
9152,Second Class,Consumer,United States,Avondale,Arizona,West,Technology,Accessories,23.2,2,0.2,1.45,AZ,11.6,0.725,0.0,Discount
9158,Standard Class,Corporate,United States,Bangor,Maine,East,Technology,Accessories,255.42,9,0.0,104.7222,ME,28.38,11.6358,0.0,No Discount
9163,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Accessories,2.376,3,0.2,0.7425,IL,0.7919999999999999,0.24750000000000003,0.0,Discount
9165,Second Class,Consumer,United States,San Diego,California,West,Technology,Machines,4476.8,4,0.2,503.64,CA,1119.2,125.91,0.0,Discount
9174,Second Class,Consumer,United States,Kent,Washington,West,Technology,Phones,71.976,3,0.2,8.997,WA,23.992,2.999,0.0,Discount
9177,Standard Class,Consumer,United States,New York City,New York,East,Technology,Phones,13.98,2,0.0,3.9144,NY,6.99,1.9572,0.0,No Discount
9179,Standard Class,Consumer,United States,Westminster,California,West,Technology,Phones,707.88,3,0.2,44.2425,CA,235.96,14.7475,0.0,Discount
9182,Standard Class,Consumer,United States,Westminster,California,West,Technology,Accessories,55.76,4,0.0,7.8064,CA,13.94,1.9516,0.0,No Discount
9188,Standard Class,Home Office,United States,Allentown,Pennsylvania,East,Technology,Accessories,21.728,4,0.2,3.8024,PA,5.432,0.9506,0.0,Discount
9193,Standard Class,Corporate,United States,San Antonio,Texas,Central,Technology,Phones,344.704,2,0.2,38.7792,TX,172.352,19.3896,0.0,Discount
9195,Standard Class,Consumer,United States,Avondale,Arizona,West,Technology,Accessories,102.24,4,0.2,-16.614,AZ,25.56,-4.1535,-16.614,Discount
9197,Standard Class,Consumer,United States,San Jose,California,West,Technology,Phones,1432.0,5,0.2,125.3,CA,286.4,25.06,0.0,Discount
9207,Standard Class,Consumer,United States,Bloomington,Illinois,Central,Technology,Accessories,39.816,3,0.2,7.4655,IL,13.272,2.4884999999999997,0.0,Discount
9234,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,1091.168,4,0.2,68.198,CA,272.792,17.0495,0.0,Discount
9249,Standard Class,Consumer,United States,New York City,New York,East,Technology,Phones,881.93,7,0.0,220.4825,NY,125.99,31.4975,0.0,No Discount
9252,Second Class,Consumer,United States,Pine Bluff,Arkansas,South,Technology,Accessories,199.95,5,0.0,63.984,AR,39.989999999999995,12.796800000000001,0.0,No Discount
9272,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,631.96,4,0.0,303.3408,NY,157.99,75.8352,0.0,No Discount
9276,Second Class,Corporate,United States,Delray Beach,Florida,South,Technology,Accessories,47.92,2,0.2,11.98,FL,23.96,5.99,0.0,Discount
9296,Second Class,Corporate,United States,Mcallen,Texas,Central,Technology,Accessories,41.424,2,0.2,8.2848,TX,20.712,4.1424,0.0,Discount
9297,Second Class,Corporate,United States,Mcallen,Texas,Central,Technology,Phones,244.768,4,0.2,24.4768,TX,61.192,6.1192,0.0,Discount
9301,Second Class,Corporate,United States,Mcallen,Texas,Central,Technology,Phones,97.968,2,0.2,6.123,TX,48.984,3.0615,0.0,Discount
9308,Standard Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,45.48,4,0.0,15.918,CA,11.37,3.9795,0.0,No Discount
9315,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,118.782,3,0.4,-27.7158,PA,39.594,-9.2386,-27.7158,Discount
9317,Standard Class,Consumer,United States,Carrollton,Texas,Central,Technology,Accessories,47.904,1,0.2,-2.994,TX,47.904,-2.994,-2.994,Discount
9327,First Class,Consumer,United States,Edmonds,Washington,West,Technology,Phones,455.712,2,0.2,34.1784,WA,227.856,17.0892,0.0,Discount
9331,Standard Class,Corporate,United States,Springfield,Oregon,West,Technology,Phones,859.2,3,0.2,75.18,OR,286.40000000000003,25.060000000000002,0.0,Discount
9341,Second Class,Corporate,United States,San Francisco,California,West,Technology,Phones,117.576,3,0.2,11.7576,CA,39.192,3.9192,0.0,Discount
9345,First Class,Home Office,United States,Troy,Ohio,East,Technology,Phones,57.594,1,0.4,-11.5188,OH,57.594,-11.5188,-11.5188,Discount
9373,Standard Class,Consumer,United States,Pasadena,California,West,Technology,Phones,419.944,7,0.2,52.493,CA,59.992000000000004,7.4990000000000006,0.0,Discount
9375,Second Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,50.0,2,0.0,10.5,CA,25.0,5.25,0.0,No Discount
9376,Standard Class,Consumer,United States,East Orange,New Jersey,East,Technology,Accessories,31.8,3,0.0,13.674,NJ,10.6,4.558,0.0,No Discount
9391,First Class,Corporate,United States,Aurora,Illinois,Central,Technology,Phones,7.992,1,0.2,2.5974,IL,7.992,2.5974,0.0,Discount
9393,First Class,Consumer,United States,New York City,New York,East,Technology,Phones,629.95,5,0.0,157.4875,NY,125.99000000000001,31.497500000000002,0.0,No Discount
9398,First Class,Consumer,United States,New York City,New York,East,Technology,Phones,1349.91,9,0.0,661.4559,NY,149.99,73.49510000000001,0.0,No Discount
9405,First Class,Home Office,United States,Chicago,Illinois,Central,Technology,Machines,574.91,2,0.3,156.047,IL,287.455,78.0235,0.0,Discount
9407,Second Class,Consumer,United States,New York City,New York,East,Technology,Accessories,1071.0,9,0.0,171.36,NY,119.0,19.040000000000003,0.0,No Discount
9414,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,249.584,2,0.2,15.599,WA,124.792,7.7995,0.0,Discount
9421,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Phones,604.752,6,0.2,60.4752,CA,100.79199999999999,10.0792,0.0,Discount
9423,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Phones,302.376,3,0.2,37.797,CA,100.79199999999999,12.598999999999998,0.0,Discount
9424,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Accessories,45.0,3,0.0,4.95,CA,15.0,1.6500000000000001,0.0,No Discount
9429,Standard Class,Corporate,United States,Dallas,Texas,Central,Technology,Phones,1099.96,5,0.2,82.497,TX,219.99200000000002,16.4994,0.0,Discount
9432,Standard Class,Consumer,United States,Peoria,Arizona,West,Technology,Accessories,30.08,2,0.2,-5.264,AZ,15.04,-2.632,-5.264,Discount
9435,Standard Class,Consumer,United States,Peoria,Arizona,West,Technology,Accessories,252.8,4,0.2,-31.6,AZ,63.2,-7.9,-31.6,Discount
9438,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,285.576,4,0.4,-57.1152,PA,71.394,-14.2788,-57.1152,Discount
9443,Standard Class,Home Office,United States,Jacksonville,Florida,South,Technology,Phones,219.184,2,0.2,19.1786,FL,109.592,9.5893,0.0,Discount
9444,First Class,Corporate,United States,Coppell,Texas,Central,Technology,Phones,95.84,4,0.2,34.742,TX,23.96,8.6855,0.0,Discount
9454,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,36.784,2,0.2,-8.2764,CA,18.392,-4.1382,-8.2764,Discount
9455,Second Class,Home Office,United States,Chattanooga,Tennessee,South,Technology,Machines,91.475,1,0.5,-1.8295,TN,91.475,-1.8295,-1.8295,Discount
9456,Standard Class,Corporate,United States,Greensboro,North Carolina,South,Technology,Accessories,27.192,3,0.2,0.3399,NC,9.064,0.1133,0.0,Discount
9459,Standard Class,Consumer,United States,San Francisco,California,West,Technology,Phones,15.992,1,0.2,-2.9985,CA,15.992,-2.9985,-2.9985,Discount
9461,Standard Class,Home Office,United States,Lakewood,California,West,Technology,Phones,321.552,6,0.2,20.097,CA,53.592000000000006,3.3495000000000004,0.0,Discount
9470,Second Class,Consumer,United States,New York City,New York,East,Technology,Phones,99.98,2,0.0,3.9992,NY,49.99,1.9996,0.0,No Discount
9482,Second Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,319.984,2,0.2,91.9954,PA,159.992,45.9977,0.0,Discount
9488,First Class,Consumer,United States,Portland,Oregon,West,Technology,Phones,572.8,2,0.2,50.12,OR,286.4,25.06,0.0,Discount
9495,Standard Class,Consumer,United States,Mission Viejo,California,West,Technology,Accessories,120.0,6,0.0,46.8,CA,20.0,7.8,0.0,No Discount
9504,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,1091.93,7,0.0,272.9825,NY,155.99,38.9975,0.0,No Discount
9513,Standard Class,Consumer,United States,Appleton,Wisconsin,Central,Technology,Accessories,1649.75,5,0.0,544.4175,WI,329.95,108.8835,0.0,No Discount
9516,Second Class,Consumer,United States,Bowling Green,Ohio,East,Technology,Phones,26.982,3,0.4,4.0473,OH,8.994,1.3491,0.0,Discount
9521,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,323.976,3,0.2,36.4473,IL,107.992,12.149099999999999,0.0,Discount
9526,First Class,Home Office,United States,Seattle,Washington,West,Technology,Phones,31.176,3,0.2,-7.0146,WA,10.392,-2.3382,-7.0146,Discount
9545,Standard Class,Corporate,United States,Columbus,Indiana,Central,Technology,Accessories,1.98,2,0.0,0.891,IN,0.99,0.4455,0.0,No Discount
9552,Standard Class,Home Office,United States,Springfield,Virginia,South,Technology,Accessories,151.96,4,0.0,36.4704,VA,37.99,9.1176,0.0,No Discount
9558,First Class,Consumer,United States,Newark,Ohio,East,Technology,Accessories,132.52,5,0.2,34.7865,OH,26.504,6.957299999999999,0.0,Discount
9561,First Class,Consumer,United States,Newark,Ohio,East,Technology,Accessories,431.976,3,0.2,-75.5958,OH,143.992,-25.1986,-75.5958,Discount
9562,First Class,Consumer,United States,Newark,Ohio,East,Technology,Machines,224.937,3,0.7,-164.9538,OH,74.979,-54.9846,-164.9538,Discount
9568,First Class,Corporate,United States,Fremont,Nebraska,Central,Technology,Phones,79.96,4,0.0,22.3888,NE,19.99,5.5972,0.0,No Discount
9576,Second Class,Consumer,United States,San Antonio,Texas,Central,Technology,Machines,399.54,2,0.4,-79.908,TX,199.77,-39.954,-79.908,Discount
9578,First Class,Home Office,United States,New York City,New York,East,Technology,Phones,1079.85,3,0.0,323.955,NY,359.95,107.985,0.0,No Discount
9597,Standard Class,Corporate,United States,San Jose,California,West,Technology,Phones,110.352,3,0.2,8.2764,CA,36.784,2.7588000000000004,0.0,Discount
9605,Standard Class,Corporate,United States,Lancaster,Ohio,East,Technology,Accessories,70.72,4,0.2,-6.188,OH,17.68,-1.547,-6.188,Discount
9612,Standard Class,Consumer,United States,Woodland,California,West,Technology,Phones,239.984,2,0.2,23.9984,CA,119.992,11.9992,0.0,Discount
9614,First Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,102.13,7,0.0,15.3195,WA,14.59,2.1885,0.0,No Discount
9617,Standard Class,Corporate,United States,Bowling Green,Ohio,East,Technology,Copiers,899.982,3,0.4,74.9985,OH,299.99399999999997,24.9995,0.0,Discount
9619,Standard Class,Corporate,United States,Bowling Green,Ohio,East,Technology,Accessories,139.96,5,0.2,-1.7495,OH,27.992,-0.3499,-1.7495,Discount
9621,Standard Class,Home Office,United States,Lancaster,Ohio,East,Technology,Accessories,3.152,2,0.2,0.4728,OH,1.576,0.2364,0.0,Discount
9631,Standard Class,Consumer,United States,New York City,New York,East,Technology,Phones,179.7,6,0.0,88.053,NY,29.95,14.6755,0.0,No Discount
9633,First Class,Consumer,United States,Everett,Massachusetts,East,Technology,Accessories,177.0,3,0.0,30.09,MA,59.0,10.03,0.0,No Discount
9644,Standard Class,Consumer,United States,Glendale,Arizona,West,Technology,Accessories,89.544,7,0.2,12.3123,AZ,12.792,1.7589000000000001,0.0,Discount
9648,Standard Class,Consumer,United States,Coon Rapids,Minnesota,Central,Technology,Phones,281.97,3,0.0,78.9516,MN,93.99000000000001,26.3172,0.0,No Discount
9653,Standard Class,Home Office,United States,Tucson,Arizona,West,Technology,Accessories,95.984,2,0.2,11.998,AZ,47.992,5.999,0.0,Discount
9660,Standard Class,Home Office,United States,Santa Barbara,California,West,Technology,Phones,3023.928,9,0.2,226.7946,CA,335.99199999999996,25.1994,0.0,Discount
9661,Standard Class,Home Office,United States,Santa Barbara,California,West,Technology,Accessories,26.96,2,0.0,3.7744,CA,13.48,1.8872,0.0,No Discount
9662,Standard Class,Home Office,United States,Santa Barbara,California,West,Technology,Phones,477.6,3,0.2,161.19,CA,159.20000000000002,53.73,0.0,Discount
9671,Standard Class,Consumer,United States,Dublin,California,West,Technology,Phones,22.0,5,0.2,1.375,CA,4.4,0.275,0.0,Discount
9673,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,1499.97,5,0.4,-374.9925,PA,299.994,-74.9985,-374.9925,Discount
9680,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Phones,668.16,9,0.2,75.168,CA,74.24,8.352,0.0,Discount
9685,Second Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,16.59,1,0.0,5.8065,CA,16.59,5.8065,0.0,No Discount
9689,Standard Class,Consumer,United States,Richmond,Virginia,South,Technology,Phones,503.96,4,0.0,125.99,VA,125.99,31.4975,0.0,No Discount
9700,Standard Class,Consumer,United States,Inglewood,California,West,Technology,Phones,196.776,3,0.2,14.7582,CA,65.592,4.9194,0.0,Discount
9713,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,51.56,5,0.2,-6.445,PA,10.312000000000001,-1.2890000000000001,-6.445,Discount
9714,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,58.416,2,0.2,16.7946,PA,29.208,8.3973,0.0,Discount
9717,Same Day,Consumer,United States,Houston,Texas,Central,Technology,Phones,79.96,5,0.2,7.996,TX,15.991999999999999,1.5992000000000002,0.0,Discount
9718,Same Day,Consumer,United States,Houston,Texas,Central,Technology,Accessories,223.96,5,0.2,11.198,TX,44.792,2.2396000000000003,0.0,Discount
9722,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,89.97,3,0.0,39.5868,NY,29.99,13.195599999999999,0.0,No Discount
9725,First Class,Consumer,United States,Boise,Idaho,West,Technology,Accessories,89.97,3,0.0,37.7874,ID,29.99,12.595799999999999,0.0,No Discount
9727,First Class,Consumer,United States,Lowell,Massachusetts,East,Technology,Phones,979.95,5,0.0,284.1855,MA,195.99,56.8371,0.0,No Discount
9736,Standard Class,Home Office,United States,Omaha,Nebraska,Central,Technology,Phones,269.98,2,0.0,72.8946,NE,134.99,36.4473,0.0,No Discount
9749,Standard Class,Corporate,United States,Dover,New Hampshire,East,Technology,Accessories,159.98,2,0.0,57.5928,NH,79.99,28.7964,0.0,No Discount
9757,Second Class,Consumer,United States,Richmond,Virginia,South,Technology,Phones,206.1,5,0.0,55.647,VA,41.22,11.1294,0.0,No Discount
9761,Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,239.97,3,0.0,86.3892,WA,79.99,28.796400000000002,0.0,No Discount
9764,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,139.8,5,0.2,12.2325,CA,27.96,2.4465,0.0,Discount
9773,Standard Class,Consumer,United States,Atlanta,Georgia,South,Technology,Phones,135.95,1,0.0,39.4255,GA,135.95,39.4255,0.0,No Discount
9777,Standard Class,Consumer,United States,San Antonio,Texas,Central,Technology,Accessories,431.136,9,0.2,-26.946,TX,47.904,-2.994,-26.946,Discount
9780,Standard Class,Consumer,United States,Long Beach,New York,East,Technology,Phones,437.85,3,0.0,131.355,NY,145.95000000000002,43.785,0.0,No Discount
9789,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Accessories,39.992,1,0.2,6.9986,TX,39.992,6.9986,0.0,Discount
9797,Standard Class,Corporate,United States,Toledo,Ohio,East,Technology,Phones,235.188,2,0.4,-43.1178,OH,117.594,-21.5589,-43.1178,Discount
9798,Standard Class,Corporate,United States,Toledo,Ohio,East,Technology,Phones,26.376,4,0.4,2.6376,OH,6.594,0.6594,0.0,Discount
9799,Standard Class,Corporate,United States,Toledo,Ohio,East,Technology,Accessories,10.384,2,0.2,2.2066,OH,5.192,1.1033,0.0,Discount
9800,Standard Class,Corporate,United States,Toledo,Ohio,East,Technology,Phones,107.118,3,0.4,-21.4236,OH,35.705999999999996,-7.1412,-21.4236,Discount
9803,Second Class,Consumer,United States,New York City,New York,East,Technology,Phones,135.99,1,0.0,36.7173,NY,135.99,36.7173,0.0,No Discount
9830,Second Class,Consumer,United States,Beaumont,Texas,Central,Technology,Accessories,319.968,4,0.2,95.9904,TX,79.992,23.9976,0.0,Discount
9833,Standard Class,Corporate,United States,Springfield,Ohio,East,Technology,Accessories,895.944,7,0.2,190.3881,OH,127.99199999999999,27.1983,0.0,Discount
9839,Standard Class,Consumer,United States,Long Beach,California,West,Technology,Copiers,479.976,3,0.2,161.9919,CA,159.992,53.997299999999996,0.0,Discount
9840,Standard Class,Consumer,United States,Long Beach,California,West,Technology,Phones,44.736,8,0.2,4.4736,CA,5.592,0.5592,0.0,Discount
9860,Standard Class,Home Office,United States,Richmond,Indiana,Central,Technology,Phones,67.8,4,0.0,1.356,IN,16.95,0.339,0.0,No Discount
9862,Standard Class,Home Office,United States,Richmond,Indiana,Central,Technology,Accessories,12.12,4,0.0,2.5452,IN,3.03,0.6363,0.0,No Discount
9864,Standard Class,Home Office,United States,Richmond,Indiana,Central,Technology,Accessories,159.8,4,0.0,70.312,IN,39.95,17.578,0.0,No Discount
9878,First Class,Home Office,United States,Cleveland,Ohio,East,Technology,Phones,122.382,3,0.4,-24.4764,OH,40.794000000000004,-8.158800000000001,-24.4764,Discount
9882,First Class,Consumer,United States,Woodstock,Georgia,South,Technology,Accessories,272.61,13,0.0,98.1396,GA,20.970000000000002,7.5492,0.0,No Discount
9884,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,62.31,3,0.0,22.4316,CA,20.77,7.4772,0.0,No Discount
